merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,merchant_status,declared_avg_ticket_size_inr
MCH1343,"Madan,TrivediandGanguly",,APPAREL,INDIVIDUAL,Blr,Karnataka,2025-10-15 00:00:00,ACTIVE,1927.76
MCH1345,Bhat Inc,5311.0,DEPARTMENT STORES,PRIVATE_LIMITED,Hyderabad,Telangana,2025-01-28 00:00:00,ACTIVE,1702.79
MCH1347,D’ALIA GROUP,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-07-02 00:00:00,ACTIVE,1739.0
MCH1349,Bahri and Sons,5912.0,PHARMACY,INDIVIDUAL,Hyderabad,Telangana,2025-06-08 00:00:00,ACTIVE,2320.2
MCH1350,"KRISHNAMURTHY, DUTT AND SURA",4814.0,TELECOM,PARTNERSHIP,Mumbai,Maharashtra,2024-07-25 00:00:00,ACTIVE,1360.18
MCH1352,"Bandi, Soman and Manne",5812.0,FOOD & DINING,INDIVIDUAL,Jalandhar,Punjab,2026-01-28 00:00:00,ACTIVE,4146.0
MCH1353,Chada and Sons,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Jpr,Rajasthan,2023-11-25 07:19:00,ACTIVE,2641.0
MCH1358,"CHAUDRY, BARAL AND MODI",4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Ludhiana,Punjab,2025-07-06 00:00:00,ACTIVE,2115.38
MCH1359,  Palan-Minhas  ,,APPAREL,INDIVIDUAL,Chennai,Tamil Nadu,2024-08-24 00:00:00,ACTIVE,1891.91
MCH1363,Rattan-Shere,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-08-19 00:00:00,ACTIVE,926.5
MCH1364,Ba1 Gr0up,594.0,BOOK STORE,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-02-21 00:00:00,ACTIVE,-2000.66
MCH1365,  Agate PLC  ,5942.0,BOOKS & STATIONERY,PARTNERSHIP,Pune,Maharashtra,2024-10-12 00:00:00,ACTIVE,-2839.17
MCH1366,"shah, roy and srinivasan",,GROCERY,SOLE_PROPRIETOR,Kolkata,West Bengal,2023-08-03 07:31:06,ACTIVE,935.11
MCH1370,Wable LLC,4814.0,TELECOM,PRIVATE_LIMITED,Jalandhar,Punjab,2023-11-19 00:00:00,ACTIVE,3898.88
MCH1375,"sahota, johal and shanker",5411.0,GROCERY,INDIVIDUAL,Jalandhar,Punjab,2025-03-02 00:00:00,SUSPENDED,1836.94
MCH1377,Sinha-Gaba,5411.0,GROCERY,PRIVATE_LIMITED,Pune,Maharashtra,2025-12-04 06:37:25,INACTIVE,1471.43
MCH1378,Patil-Deshmukh,531.0,DEPARTMENT STORE,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-09-10 00:00:00,ACTIVE,387.99
MCH1379,Chokshi Ltd,5912.0,PHARMACY,INDIVIDUAL,Chennai,Tamil Nadu,2024-01-23 00:00:00,ACTIVE,2729.5
MCH1380,Mahal-Khare,5999.0,OTHER,PRIVATE_LIMITED,Mumbai,Maharashtra,2025-02-23 00:44:00,ACTIVE,3004.0
MCH1383,dubey group,,GROCERY,INDIVIDUAL,Hyderabad,Telangana,2023-03-09 16:33:00,ACTIVE,
MCH1384,Naidu-Bhatti,5812.0,FOOD & DINING,INDIVIDUAL,Ludhiana,Punjab,2024-03-04 00:00:00,ACTIVE,3910.34
MCH1387,HANDA-TALWAR,4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2023-05-10 03:18:00,ACTIVE,754.0
MCH1388,"Kala, Kunda and Pandit",5912.0,PHARMACY,SOLE_PROPRIETOR,Bengaluru,Karnataka,2025-07-22 00:00:00,ACTIVE,3155.43
MCH1389,munshi-behl,5411.0,GROCERY,INDIVIDUAL,Pune,Maharashtra,2023-06-17 00:00:00,ACTIVE,3913.0
MCH1391,"Kale, Shroff and Barad",7011.0,HOTEL & LODGING,INDIVIDUAL,Kolkata,West Bengal,2025-10-31 06:57:00,SUSPENDED,2757.0
MCH1392,Johal-Gaba,591.0,PHARMACY,PRIVATE_LIMITED,Pune,Maharashtra,2024-02-20 00:00:00,INACTIVE,4352.7
MCH1393,HEGDE-BAHRI,5912.0,PHARMACY,PARTNERSHIP,Ludhiana,Punjab,2024-11-15 00:00:00,ACTIVE,6478.07
MCH1395,Venkatesh LLC,5812.0,FOOD & DINING,PARTNERSHIP,Lucknow,Uttar Pradesh,2023-04-16 01:21:59,ACTIVE,641.0
MCH1397,Memon LLC,,BOOKS & STATIONERY,PRIVATE_LIMITED,Blr,Karnataka,2025-04-18 00:00:00,ACTIVE,1062.38
MCH1400,Kapoor-Bhalla,5699.0,APPAREL,PARTNERSHIP,Chennai,Tamil Nadu,2023-05-17 00:00:00,ACTIVE,913.08
MCH1401,Din and Sons,5411.0,GROCERY,INDIVIDUAL,Amritsar,Punjab,2025-07-20 20:31:24,ACTIVE,286.09
MCH1405,chandra inc,5311.0,DEPARTMENT STORE,PARTNERSHIP,Ludhiana,Punjab,2026-10-02 00:00:00,INACTIVE,1248.0
MCH1406,Parmer-Goswami,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Bengaluru,Karnataka,2024-07-11 00:00:00,ACTIVE,2632.53
MCH1409,Baral LLC,5912.0,PHARMACY,INDIVIDUAL,Hyderabad,Telangana,2023-06-03 00:00:00,ACTIVE,-1891.12
MCH1417,"sekhon, parsa and bandi",4814.0,TELECOM,SOLE_PROPRIETOR,Mumbay,Maharashtra,2026-01-26 00:00:00,ACTIVE,1501.66
MCH1420,Aggarwal-Garde,4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-03-18 00:00:00,ACTIVE,830.85
MCH1422,Merchant and Sons,5912.0,PHARMACY,INDIVIDUAL,Hyderabad,Telangana,2023-04-25 00:00:00,ACTIVE,4074.0
MCH1424,"GOEL, BALAY AND DUA",7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Jalandhar,Punjab,2025-10-19 00:36:54,ACTIVE,5339.46
MCH1428,De-Natarajan,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Mumbai,Maharashtra,2025-12-30 00:00:00,ACTIVE,1289.0
MCH1429,Pal Ltd,5411.0,GROCERY,INDIVIDUAL,Jaipur,Rajasthan,2024-10-13 00:00:00,ACTIVE,258.0
MCH1430,"Bhavsar, Dora and Singh",5812.0,FOOD & DINING,PRIVATE_LIMITED,Dilli,Delhi,2024-03-07 00:00:00,ACTIVE,238.76
MCH1434,Kale and Sons,5812.0,FOOD & DINING,PRIVATE_LIMITED,Jalandhar,Punjab,2023-04-25 00:00:00,ACTIVE,985.73
MCH1438,"Memon, Chaudhuri and Choudhry",5812.0,FOOD & DINING,SOLE_PROPRIETOR,Amritsar,Punjab,2024-05-17 00:00:00,ACTIVE,2393.0
MCH1439,Chawla Ltd,,TRANSPORT & TRAVEL,INDIVIDUAL,Chennai,Tamil Nadu,2023-05-10 00:00:00,ACTIVE,6190.53
MCH1441,"Kakar, Parsa and Sodhi",5999.0,OTHER,PARTNERSHIP,Lucknow,Uttar Pradesh,2024-09-06 00:00:00,ACTIVE,1723.15
MCH1442,  Wadhwa-Walla  ,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Pune,Maharashtra,2025-12-13 00:00:00,ACTIVE,1483.74
MCH1443,Swamy PLC,5999.0,MISC RETAIL,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-10-06 00:00:00,INACTIVE,209.63
MCH1445,Wali PLC,5411.0,GROCERY,SOLE_PROPRIETOR,Hyderabad,Telangana,2023-11-09 17:23:59,ACTIVE,1200.0
MCH1446,Sunder-Sathe,5311.0,DEPARTMENT STORES,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2024-11-18 00:00:00,ACTIVE,3885.08
MCH1447,Uppal Ltd,5912.0,PHARMACY,PARTNERSHIP,Lucknow,Uttar Pradesh,2026-02-20 00:00:00,ACTIVE,236.04
MCH1448,TAK AND SONS,599.0,OTHER,SOLE_PROPRIETOR,Mumbay,Maharashtra,2024-03-30 02:02:17,ACTIVE,2897.23
MCH1449,"Chadha, Ramakrishnan and Badami",7011.0,HOTEL & LODGING,PARTNERSHIP,Hyderabad,Telangana,2023-09-28 15:52:52,SUSPENDED,1634.83
MCH1450,"HORA, KUNDA AND DANI",5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-10-30 00:00:00,INACTIVE,1853.9
MCH1454,WableInc,5999.0,MISC RETAIL,INDIVIDUAL,Lucknow,Uttar Pradesh,2025-06-18 00:00:00,ACTIVE,2617.0
MCH1456,Madan-Ganesh,5699.0,APPAREL,INDIVIDUAL,Amritsar,Punjab,2025-01-11 00:00:00,ACTIVE,
MCH1457,Shetty Group,5999.0,OTHER,INDIVIDUAL,Jalandhar,Punjab,2025-11-07 00:00:00,ACTIVE,1159.43
MCH1458,Chatterjee-Saran,,DEPARTMENT STORES,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-09-05 00:00:00,INACTIVE,658.54
MCH1459,"Palla, Saini and Date",7011.0,HOTEL & LODGING,INDIVIDUAL,Ludhiana,Punjab,2024-02-20 00:00:00,SUSPENDED,1582.79
MCH1462,Swamy Inc,5912.0,PHARMACY,PRIVATE_LIMITED,Jalandhar,Punjab,2023-09-13 00:00:00,INACTIVE,1411.0
MCH1465,"Shah, Solanki and Rajagopalan",5699.0,APPAREL,INDIVIDUAL,Lucknow,Uttar Pradesh,2024-04-10 00:00:00,SUSPENDED,725.72
MCH1469,"CHOUDHURY, JANI AND RAMASWAMY",5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Blr,Karnataka,2025-03-28 00:00:00,ACTIVE,416.0
MCH1473,Lata-Khurana,,PHARMACY,PARTNERSHIP,Hyderabad,Telangana,,INACTIVE,326.76
MCH1474,"sami, sur and tank",413.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Pune,Maharashtra,,ACTIVE,1645.61
MCH1475,"Bora, Bhakta and Aurora",,DEPARTMENT STORES,PRIVATE_LIMITED,Kolkata,West Bengal,2024-06-11 00:00:00,ACTIVE,1652.87
MCH1477,Ahluwalia-Devan,5912.0,PHARMACY,PARTNERSHIP,Jpr,Rajasthan,2024-04-15 00:00:00,ACTIVE,551.17
MCH1478,Sah0ta LLC,5912.0,PHARMACY,INDIVIDUAL,Jaipur,Rajasthan,2024-09-12 18:14:03,INACTIVE,2037.0
MCH1479,"Mandal, Barad and Srinivasan",5942.0,BOOKS & STATIONERY,PARTNERSHIP,Kolkata,West Bengal,2025-07-27 00:00:00,ACTIVE,
MCH1480,  Bala-Magar  ,599.0,MISC RETAIL,INDIVIDUAL,Hyderabad,Telangana,,ACTIVE,
MCH1482,"Bahri,SarinandHora",5999.0,OTHER,PARTNERSHIP,Hyderabad,Telangana,2024-01-26 00:00:00,SUSPENDED,1651.0
MCH1483,Mohan-Kari,5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Amritsar,Punjab,2026-02-11 00:00:00,ACTIVE,1901.08
MCH1484,"  Uppal, Butala and Tata  ",701.0,HOTEL & LODGING,INDIVIDUAL,Bangalore,Karnataka,2025-02-18 00:00:00,ACTIVE,-3825.1
MCH1488,"Chada, Gopal and Rajagopal",4814.0,TELECOM,SOLE_PROPRIETOR,Jaipur,Rajasthan,2026-01-02 00:00:00,ACTIVE,1905.0
MCH1491,"Sarna, Chand and Goda",4814.0,TELECOM,SOLE_PROPRIETOR,Ludhiana,Punjab,2026-01-27 00:00:00,ACTIVE,1075.6
MCH1492,"PANCHAL, BAIL AND NADKARNI",591.0,PHARMACY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-07-05 00:00:00,SUSPENDED,6674.02
MCH1493,"Kar, Nath and Koshy",5942.0,BOOKS & STATIONERY,INDIVIDUAL,Blr,Karnataka,2023-01-28 00:00:00,ACTIVE,
MCH1494,Joshi-Bala,5311.0,RETAIL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2023-12-07 00:00:00,ACTIVE,997.33
MCH1497,Lanka PLC,5912.0,PHARMACY,PRIVATE_LIMITED,Asr,Punjab,2025-09-24 00:00:00,ACTIVE,1817.0
MCH1498,Deo-Mand,5999.0,RETAIL OTHER,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-01-03 00:00:00,ACTIVE,1460.33
MCH1501,Anand-Bhatt,481.0,TELECOM,PARTNERSHIP,Hyderabad,Telangana,2025-11-07 00:00:00,ACTIVE,4185.6
MCH1506,GANDHI-LOKE,5912.0,PHARMACY,PARTNERSHIP,Chennai,Tamil Nadu,2024-06-13 17:59:00,ACTIVE,967.0
MCH1509,"Rajan, Dash and Bora",,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Amritsar,Punjab,2025-04-26 00:00:00,INACTIVE,806.0
MCH1514,"Lata, Raja and Parsa",5311.0,RETAIL,PRIVATE_LIMITED,Jalandhar,Punjab,2024-06-14 17:26:04,ACTIVE,553.18
MCH1515,"MALL, KARA AND SASTRY",5699.0,APPAREL,PARTNERSHIP,Hyderabad,Telangana,2024-07-19 00:00:00,ACTIVE,
MCH1516,LOYAL AND SONS,5999.0,MISC RETAIL,PRIVATE_LIMITED,Ludhiana,Punjab,2023-12-01 14:16:00,ACTIVE,1471.99
MCH1518,"Deol, Mand and Bhattacharyya",4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Jaipur,Rajasthan,2023-09-17 16:16:07,SUSPENDED,862.0
MCH1522,Mody Inc,5912.0,PHARMACY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-08-04 00:00:00,ACTIVE,631.57
MCH1525,sant-bhavsar,594.0,BOOKS & STATIONERY,INDIVIDUAL,Jaipur,Rajasthan,2023-09-10 00:00:00,ACTIVE,754.82
MCH1526,CHOWDHURY AND SONS,4814.0,TELECOM,SOLE_PROPRIETOR,Bangalore,Karnataka,2023-07-14 00:00:00,ACTIVE,2697.93
MCH1529,"Sangha,BanerjeeandSengupta",7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Ludhiana,Punjab,2023-02-06 00:00:00,INACTIVE,1257.59
MCH1530,"suresh, kadakia and iyer",5912.0,PHARMACY,PRIVATE_LIMITED,Jalandhar,Punjab,2024-08-23 14:54:00,ACTIVE,158.58
MCH1531,Savant and Sons,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Delhi,Delhi,2026-02-10 00:00:00,INACTIVE,1019.94
MCH1532,sarna-kota,599.0,OTHER,PRIVATE_LIMITED,New Delhi,Delhi,2024-10-21 00:00:00,ACTIVE,4843.68
MCH1533,Wason and Sons,5812.0,EATING PLACE,PARTNERSHIP,Amritsar,Punjab,2025-03-27 07:32:49,INACTIVE,419.64
MCH1534,"MERCHANT, SARNA AND KORPAL",5912.0,PHARMACY,PRIVATE_LIMITED,Hyderabad,Telangana,2023-02-04 14:45:00,INACTIVE,3752.5
MCH1537,Goswami-Sibal,5812.0,FOOD & DINING,PARTNERSHIP,Hyderabad,Telangana,2023-04-05 00:00:00,ACTIVE,360.35
MCH1540,DAVE LLC,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-05-21 00:00:00,ACTIVE,525.0
MCH1541,Bhattacharyya-Hans,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Kolkata,West Bengal,2024-03-24 00:00:00,ACTIVE,621.01
MCH1543,  Parmer Group  ,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Hyderabad,Telangana,2025-04-02 20:13:00,ACTIVE,1064.76
MCH1551,malhotra-subramanian,5812.0,EATING PLACE,PARTNERSHIP,Pune,Maharashtra,2024-06-13 00:00:00,ACTIVE,1909.07
MCH1552,uppal plc,4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Hyderabad,Telangana,,ACTIVE,1136.0
MCH1553,basu-varma,5942.0,BOOK STORE,SOLE_PROPRIETOR,Kolkata,West Bengal,,ACTIVE,1630.0
MCH1555,Raj LLC,5942.0,BOOKS & STATIONERY,INDIVIDUAL,Pune,Maharashtra,2023-04-23 00:00:00,ACTIVE,602.0
MCH1558,Shroff-Khanna,4814.0,TELECOM,PARTNERSHIP,Blr,Karnataka,2023-01-20 12:52:42,ACTIVE,1953.35
MCH1561,Gera-Kota,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-06-15 00:00:00,INACTIVE,530.0
MCH1563,Mandal-Biswas,4814.0,TELECOM,PARTNERSHIP,Jaipur,Rajasthan,2023-10-11 00:00:00,SUSPENDED,-376.51
MCH1567,  Bhargava-Bora  ,5812.0,FOOD & DINING,PRIVATE_LIMITED,Jalandhar,Punjab,2024-12-20 00:00:00,ACTIVE,101.33
MCH1568,Chandran Ltd,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-09-04 00:00:00,ACTIVE,3618.31
MCH1569,"Bal, Wali and Sheth",4814.0,TELECOM,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-10-11 00:00:00,ACTIVE,1678.57
MCH1571,"Rao, Viswanathan and Joshi",4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-08-03 04:40:51,ACTIVE,866.2
MCH1573,"Tailor, Som and Soni",481.0,TELECOM,PARTNERSHIP,Jalandhar,Punjab,2023-12-11 00:00:00,ACTIVE,540.2
MCH1578,gala ltd,5999.0,OTHER,INDIVIDUAL,Blr,Karnataka,2023-04-13 00:00:00,ACTIVE,446.42
MCH1580,"  Subramaniam, Krishnamurthy and Din  ",5999.0,OTHER,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-08-01 00:00:00,ACTIVE,2992.77
MCH1581,"Nayak, Verma and Sawhney",5311.0,DEPARTMENT STORES,PARTNERSHIP,Mumbai,Maharashtra,2025-01-11 00:00:00,ACTIVE,3655.93
MCH1583,SARIN-MORE,5812.0,FOOD & DINING,PRIVATE_LIMITED,Asr,Punjab,2023-10-05 00:00:00,ACTIVE,1435.48
MCH1585,Khalsa-Kulkarni,5311.0,DEPARTMENT STORE,PARTNERSHIP,New Delhi,Delhi,2023-05-22 00:00:00,ACTIVE,3398.13
MCH1587,Srivastava-Saha,5912.0,PHARMACY,PRIVATE_LIMITED,Kolkata,West Bengal,,ACTIVE,1502.0
MCH1588,Doctor Ltd,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Ludhiana,Punjab,2025-07-27 00:00:00,SUSPENDED,1791.21
MCH1591,Ramaswamy-Babu,5311.0,DEPARTMENT STORE,PARTNERSHIP,Amritsar,Punjab,2024-04-18 00:00:00,ACTIVE,1638.46
MCH1592,AgateInc,531.0,RETAIL,PRIVATE_LIMITED,Hyderabad,Telangana,2025-01-30 02:00:41,SUSPENDED,1072.45
MCH1593,Wali-Murthy,5999.0,OTHER,SOLE_PROPRIETOR,Blr,Karnataka,2026-02-23 12:14:26,ACTIVE,15388.22
MCH1594,Bera Inc,5999.0,RETAIL OTHER,PRIVATE_LIMITED,Amritsar,Punjab,2024-09-05 00:00:00,ACTIVE,2187.43
MCH1599,RASTOGI-KUMER,5311.0,DEPARTMENT STORE,PARTNERSHIP,Jalandhar,Punjab,2025-12-25 00:00:00,ACTIVE,361.82
MCH1600,"warrior, anand and kata",5311.0,DEPARTMENT STORE,INDIVIDUAL,Chennai,Tamil Nadu,2025-07-10 00:00:00,ACTIVE,2937.03
MCH1605,Kar-Peri,,MISC RETAIL,INDIVIDUAL,Dilli,Delhi,2025-12-14 20:52:47,ACTIVE,3940.67
MCH1609,Ram-Palla,4814.0,TELECOM,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-07-17 21:30:00,ACTIVE,554.3
MCH1610,Sodhi-Parekh,5411.0,GROCERY,PARTNERSHIP,Amritsar,Punjab,,ACTIVE,1488.13
MCH1611,Karan-Kibe,,GROCERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-06-03 00:00:00,ACTIVE,343.64
MCH1612,"Andra, Chana and Saha",5812.0,EATING PLACE,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-10-27 00:00:00,INACTIVE,655.56
MCH1616,"Suresh, Borra and Ganesh",4814.0,TELECOM,INDIVIDUAL,Chennai,Tamil Nadu,2023-11-10 00:00:00,ACTIVE,2818.0
MCH1617,Cherian LLC,531.0,DEPARTMENT STORE,INDIVIDUAL,Hyderabad,Telangana,2024-02-09 07:13:57,ACTIVE,-11340.36
MCH1618,Muni Ltd,5812.0,FOOD & DINING,INDIVIDUAL,Delhi,Delhi,2023-11-01 18:31:16,ACTIVE,1051.73
MCH1619,DIVAN-BHATTI,5912.0,PHARMACY,SOLE_PROPRIETOR,New Delhi,Delhi,2025-12-24 00:00:00,ACTIVE,477.85
MCH1621,pandey-soni,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Pune,Maharashtra,2023-11-15 00:00:00,INACTIVE,769.0
MCH1625,"Bora, Hayer and Koshy",,OTHER,INDIVIDUAL,Bangalore,Karnataka,2024-10-24 00:32:36,ACTIVE,-1201.74
MCH1626,"Pau, Iyengar and Khare",5999.0,MISC RETAIL,SOLE_PROPRIETOR,Delhi,Delhi,2025-07-12 00:00:00,ACTIVE,550.42
MCH1627,DUA LTD,5999.0,OTHER,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2024-07-31 00:00:00,ACTIVE,160.25
MCH1628,"rao, buch and kala",5912.0,PHARMACY,INDIVIDUAL,Lucknow,Uttar Pradesh,2025-01-08 16:04:25,ACTIVE,789.95
MCH1630,Yogi-Agate,5942.0,BOOK STORE,PARTNERSHIP,Kolkata,West Bengal,2023-10-31 00:00:00,ACTIVE,444.27
MCH1636,"Natt, Mitter and Oza",7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Delhi,Delhi,2025-01-17 21:22:17,ACTIVE,987.0
MCH1639,"  Borah, Dhaliwal and Morar  ",5999.0,MISC RETAIL,PARTNERSHIP,Kolkata,West Bengal,2024-11-14 10:51:00,ACTIVE,7799.0
MCH1640,Trivedi-Agrawal,5411.0,GROCERY,PRIVATE_LIMITED,Jalandhar,Punjab,2025-01-25 11:29:34,ACTIVE,2316.65
MCH1641,bali llc,5999.0,OTHER,SOLE_PROPRIETOR,Delhi,Delhi,,ACTIVE,-3239.36
MCH1642,Zacharia-Dhawan,5411.0,GROCERY,PARTNERSHIP,Kolkata,West Bengal,2023-01-02 04:08:32,ACTIVE,363.0
MCH1645,Savant-Singha1,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2024-04-19 00:00:00,ACTIVE,337.0
MCH1646,Golla and Sons,,GROCERY,INDIVIDUAL,Mumbai,Maharashtra,2024-09-23 00:00:00,INACTIVE,-790.28
MCH1647,NARULA LLC,5699.0,APPAREL,INDIVIDUAL,Ludhiana,Punjab,2024-10-05 18:51:00,SUSPENDED,1898.14
MCH1649,Venkatesh PLC,5812.0,FOOD & DINING,PRIVATE_LIMITED,Delhi,Delhi,2024-08-03 17:27:00,SUSPENDED,851.41
MCH1651,Kumar Inc,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-03-09 00:00:00,ACTIVE,1249.76
MCH1652,Tripathi-Vasa,531.0,DEPARTMENT STORE,PRIVATE_LIMITED,Amritsar,Punjab,2025-03-08 00:00:00,INACTIVE,1419.63
MCH1653,  Mitra Inc  ,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Chennai,Tamil Nadu,,ACTIVE,1669.53
MCH1654,More PLC,5999.0,RETAIL OTHER,INDIVIDUAL,Bengaluru,Karnataka,2025-02-18 00:00:00,ACTIVE,2598.19
MCH1656,Dhar PLC,5311.0,DEPARTMENT STORE,PARTNERSHIP,Amritsar,Punjab,2025-05-29 22:52:00,ACTIVE,2992.0
MCH1657,"Kaur, Sandhu and Shanker",569.0,APPAREL,PRIVATE_LIMITED,Mumbai,Maharashtra,2025-01-14 15:44:00,ACTIVE,1224.96
MCH1658,khatri-mohanty,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Jpr,Rajasthan,2025-08-08 00:00:00,INACTIVE,2016.79
MCH1661,kothari-dara,591.0,PHARMACY,PARTNERSHIP,Hyderabad,Telangana,2026-01-16 22:10:04,ACTIVE,
MCH1663,"Edwin, Kala and Barad",4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Chennai,Tamil Nadu,2024-07-04 00:00:00,ACTIVE,449.21
MCH1664,Karan Ltd,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Chennai,Tamil Nadu,2025-02-06 00:00:00,ACTIVE,
MCH1665,Salvi Group,5699.0,CLOTHING,INDIVIDUAL,Bangalore,Karnataka,2025-11-30 00:00:00,ACTIVE,946.53
MCH1667,Prashad-Samra,581.0,FOOD & DINING,PRIVATE_LIMITED,Dilli,Delhi,2025-10-20 03:57:00,ACTIVE,7788.38
MCH1674,Kari-Tara,4814.0,TELECOM,PARTNERSHIP,Mumbay,Maharashtra,2024-08-16 00:00:00,ACTIVE,1266.21
MCH1675,"Dey, Sathe and Sibal",4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-11-09 00:00:00,ACTIVE,1577.75
MCH1676,"Palla, Gupta and Narain",4814.0,TELECOM,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-11-27 17:23:23,ACTIVE,750.53
MCH1679,"Chawla, Sura and Pal",4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Lucknow,Uttar Pradesh,2026-01-30 14:56:48,SUSPENDED,1030.0
MCH1680,"Dube, Sekhon and Nagarajan",569.0,APPAREL,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-02-03 01:50:32,ACTIVE,855.0
MCH1683,"Sampath, Anne and Madan",5812.0,FOOD & DINING,PARTNERSHIP,Chennai,Tamil Nadu,2026-02-14 00:00:00,ACTIVE,2458.98
MCH1686,Chokshi and Sons,5942.0,BOOKS & STATIONERY,INDIVIDUAL,Bangalore,Karnataka,2024-02-02 00:00:00,ACTIVE,1116.34
MCH1696,Prakash-Dhar,5411.0,GROCERY,PARTNERSHIP,Blr,Karnataka,2025-01-09 00:00:00,ACTIVE,567.04
MCH1697,Sodhi-Ramakrishnan,4814.0,TELECOM,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-04-13 07:04:31,SUSPENDED,1234.06
MCH1704,"Shukla, Hari and Chopra",4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2023-08-04 00:00:00,INACTIVE,2965.45
MCH1706,"Vala, Nagarajan and Saxena",5311.0,DEPARTMENT STORE,PARTNERSHIP,Mumbai,Maharashtra,2023-08-27 00:00:00,INACTIVE,513.27
MCH1709,sachdeva-khanna,5999.0,OTHER,PARTNERSHIP,Chennai,Tamil Nadu,2023-08-25 07:56:38,ACTIVE,481.17
MCH1710,"Tara, Dash and Pau",5912.0,PHARMACY,PARTNERSHIP,Lucknow,Uttar Pradesh,2026-02-26 00:00:00,ACTIVE,804.19
MCH1711,"Sastry, Kota and Merchant",5411.0,GROCERY,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-12-17 08:04:00,ACTIVE,1991.22
MCH1713,Dubey Inc,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-02-06 00:00:00,ACTIVE,1132.0
MCH1714,Sampath LLC,5699.0,APPAREL,PARTNERSHIP,Lucknow,Uttar Pradesh,2026-02-17 00:00:00,ACTIVE,585.92
MCH1718,Wason-Vaidya,5311.0,RETAIL,PRIVATE_LIMITED,Jalandhar,Punjab,2025-04-04 17:19:00,ACTIVE,705.66
